,loss,val_loss,acc,val_acc
0,0.43347254395484924,0.38808152079582214,0.8101114630699158,0.8206785321235657
1,0.3761327266693115,0.3463153541088104,0.8419585824012756,0.8570274710655212
2,0.3589673936367035,0.3528212010860443,0.8531050682067871,0.8566235899925232
3,0.3515380918979645,0.35390913486480713,0.8590764403343201,0.8542003035545349
4,0.3506249487400055,0.34328246116638184,0.8602706789970398,0.8610662221908569
5,0.3485487699508667,0.35877862572669983,0.8558917045593262,0.8505654335021973
6,0.34608155488967896,0.3679775595664978,0.8616639971733093,0.8525848388671875
7,0.34526753425598145,0.3445886969566345,0.8610668778419495,0.8634895086288452
8,0.3458069860935211,0.34877362847328186,0.8618630766868591,0.8598545789718628
9,0.3442205488681793,0.34393104910850525,0.8648487329483032,0.8626817464828491
10,0.3439315855503082,0.34554675221443176,0.862261176109314,0.8606623411178589
11,0.3394087851047516,0.34631097316741943,0.8612658977508545,0.8610662221908569
12,0.342650443315506,0.3473859429359436,0.862659215927124,0.8574313521385193
13,0.34164154529571533,0.3503197431564331,0.8636544346809387,0.8610662221908569
14,0.3396182954311371,0.35554876923561096,0.8646496534347534,0.8513731956481934
15,0.3400252163410187,0.34605082869529724,0.8620620965957642,0.861873984336853
16,0.3373071849346161,0.3645577132701874,0.8636544346809387,0.8469305038452148
17,0.33801722526550293,0.3455697298049927,0.8628582954406738,0.8590468764305115
18,0.33713969588279724,0.3542255163192749,0.8636544346809387,0.8521809577941895
19,0.33874791860580444,0.35553082823753357,0.8630573153495789,0.8574313521385193
20,0.33792388439178467,0.3585938811302185,0.8650477528572083,0.8562197089195251
21,0.33628714084625244,0.34893736243247986,0.8638535141944885,0.8598545789718628
22,0.33548688888549805,0.3535774350166321,0.8652468323707581,0.8578352332115173
23,0.3350828289985657,0.35981714725494385,0.8662420511245728,0.855008065700531
24,0.3365519940853119,0.36045441031455994,0.862261176109314,0.8558158278465271
